ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
12,CamMinTillJuly,Cameira_2003_SaTR,Cameira_2003_SaTR,Cameira_2003_SaTR,CamMinTillJuly,CamMinTillJuly,CamMinTillJuly,CamMinTillJuly,Nick,Helena,23,39.0,-8.5,,,23,2003,Cameira et al. 2003. Soil & Tillage Research. 70:131-140,10.1016/s0167-1987(02)00154-x,Soil macropore dynamics affected by tillage and irrigation for a silty loam alluvial soil in southern Portugal,effects of tillage systems and irrigation,12,7.0,7.0,summer,1998.0,9.0,,,Steady-state piecewise,Wet to dry,0.0,150.0,0.005,20.0,,,,12,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Eutric Fluvisol,Fluvisols,,0.164,0.279,0.557,,0.073256,,23,16.4625,22.26667,11.05,692.0,109.0,5.0,61.841,305.0,32.0,39.0,289.0,10.00833,455.143,29.4,6.5,22.9,11.85,21.98333,43.70451,82.0,0.4588,1508.0,Semi-Arid,12,186.6898,4.7,1.05,1.0,3.0,2.772098,52.73487,25.46926,16.63874,12.30084,9.73149,8.035984,6.835101,5.940915,5.249806,4.7,12,arable/ Experimental Farm,arable,Minimum Tillage,reduced tillage,,Maize,maize,Maize,unknown,unknown,yes,yes,unknown,unknown,Irrigation (level basin),irrigated,unknown,unknown,unknown,unknown,after second irrigation (july),consolidated,
13,CamMinTillAugust,Cameira_2003_SaTR,Cameira_2003_SaTR,Cameira_2003_SaTR,CamMinTillAugust,CamMinTillAugust,CamMinTillAugust,CamMinTillAugust,Nick,Helena,23,39.0,-8.5,,,23,2003,Cameira et al. 2003. Soil & Tillage Research. 70:131-140,10.1016/s0167-1987(02)00154-x,Soil macropore dynamics affected by tillage and irrigation for a silty loam alluvial soil in southern Portugal,effects of tillage systems and irrigation,13,8.0,8.0,summer,1998.0,9.0,,,Steady-state piecewise,Wet to dry,0.0,150.0,0.005,20.0,,,,13,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Eutric Fluvisol,Fluvisols,,0.164,0.279,0.557,,0.073256,,23,16.4625,22.26667,11.05,692.0,109.0,5.0,61.841,305.0,32.0,39.0,289.0,10.00833,455.143,29.4,6.5,22.9,11.85,21.98333,43.70451,82.0,0.4588,1508.0,Semi-Arid,13,202.0563,3.5,1.26,1.0,4.0,3.064068,63.68953,26.59318,15.95494,11.10382,8.382351,6.66189,5.485857,4.636333,3.996893,3.5,13,arable/ Experimental Farm,arable,Minimum Tillage,reduced tillage,,Maize,maize,Maize,unknown,unknown,yes,yes,unknown,unknown,Irrigation (level basin),irrigated,unknown,unknown,unknown,unknown,after fourth irrigation (august),consolidated,
14,CamMinTillSeptember,Cameira_2003_SaTR,Cameira_2003_SaTR,Cameira_2003_SaTR,CamMinTillSeptember,CamMinTillSeptember,CamMinTillSeptember,CamMinTillSeptember,Nick,Helena,23,39.0,-8.5,,,23,2003,Cameira et al. 2003. Soil & Tillage Research. 70:131-140,10.1016/s0167-1987(02)00154-x,Soil macropore dynamics affected by tillage and irrigation for a silty loam alluvial soil in southern Portugal,effects of tillage systems and irrigation,14,9.0,9.0,summer,1998.0,9.0,,,Steady-state piecewise,Wet to dry,0.0,150.0,0.005,20.0,,,,14,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Eutric Fluvisol,Fluvisols,,0.164,0.279,0.557,,0.073256,,23,16.4625,22.26667,11.05,692.0,109.0,5.0,61.841,305.0,32.0,39.0,289.0,10.00833,455.143,29.4,6.5,22.9,11.85,21.98333,43.70451,82.0,0.4588,1508.0,Semi-Arid,14,106.6495,4.0,2.04,0.99,20.0,4.68206,106.6495,106.6495,46.63722,25.93329,16.44982,11.34048,8.280565,6.306036,4.959127,4.0,14,arable/ Experimental Farm,arable,Minimum Tillage,reduced tillage,,Maize,maize,Maize,unknown,unknown,yes,yes,unknown,unknown,Irrigation (level basin),irrigated,unknown,unknown,unknown,unknown,after harvest (september),consolidated,
24,Bag,Bagarello_2000_SSSoAJ,Bagarello_2000_SSSoAJ,Bagarello_2000_SSSoAJ,Bag,Bag,Bag,Bag,Nick,Helena,7,38.0,13.3,,,7,2000,Bagarello et al. 2000. Soil Sci Soc Am J. 64:1203-1210,10.2136/sssaj2000.6441203x,Factors Affecting Measurement of the Near-Saturated Soil Hydraulic Conductivity,hysteresis and contact material had little effect on estimated K,24,,,summer,1998.0,15.0,,,Steady-state piecewise,Dry to wet,0.0,120.0,0.01,12.0,,,,24,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Typic Rhodoxeralf,Solonetz,,0.19,0.2,0.61,,,Texture properties from Bagarello and Provenzano. 1996,7,14.325,21.95,7.75,553.0,78.0,6.0,55.88897,230.0,30.0,68.0,196.0,6.883333,598.8721,27.5,4.6,22.9,12.1,21.86667,30.05822,671.0,0.3949,1400.0,Semi-Arid,24,69.7767,3.3,0.78,0.99,2.0,2.078514,19.88447,11.58005,8.440329,6.743838,5.666532,4.915367,4.358504,3.927387,3.582653,3.3,24,Orchard,woodland/plantation,No-Till,no tillage,0.0,Citrus,fruits/trees,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fall,consolidated,Texture properties from Bagarello and Provenzano. 1996
34,ShoSoil1,Shouse_1998_WRR,Shouse_1998_WRR,Shouse_1998_WRR,ShoSoil1,ShoSoil1,ShoSoil1,ShoSoil1,Nick,Helena,119,42.0,-94.0,,,104,1998,Shouse&Mohanty. 1998. Water Reources Research. 34:1195-1205,10.1029/98wr00318,Scaling of near-saturated hydraulic conductivity measured using disc infiltrometers,similar media scaling of near-sat.K,34,5.0,5.0,spring,1990.0,70.0,,,Steady-state piecewise,Wet to dry,0.0,150.0,0.025,7.62,,,,34,"medium-fine (silt loam, silt)",silt loam,medium,"Typic Haploquoll, Typic Hapludoll, Aquic Hapludoll",unknown,,,,,,,in field,119,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,34,112.0036,1.5,1.23,1.0,3.0,2.636091,25.47365,10.85986,6.595263,4.629749,3.518505,2.811676,2.326059,1.973743,1.707548,1.5,34,arable/ Experimental Farm,arable,No-till,no tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,consolidated,in field
35,ShoSoil2,Shouse_1998_WRR,Shouse_1998_WRR,Shouse_1998_WRR,ShoSoil2,ShoSoil2,ShoSoil2,ShoSoil2,Nick,Helena,119,42.0,-94.0,,,104,1998,Shouse&Mohanty. 1998. Water Reources Research. 34:1195-1205,10.1029/98wr00318,Scaling of near-saturated hydraulic conductivity measured using disc infiltrometers,similar media scaling of near-sat.K,35,5.0,5.0,spring,1990.0,77.0,,,Steady-state piecewise,Wet to dry,0.0,150.0,0.025,7.62,,,,35,"medium-fine (silt loam, silt)",silt loam,medium,"Typic Haploquoll, Typic Hapludoll, Aquic Hapludoll",unknown,,,,,,,on top of hill,119,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,35,106.5236,1.7,1.18,1.0,3.0,2.590449,25.73054,11.35621,7.037945,5.012082,3.851805,3.106207,2.589603,2.21209,1.925053,1.7,35,arable/ Experimental Farm,arable,No-till,no tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,consolidated,on top of hill
40,CouSeedbed,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,CouSeedbed,CouSeedbed,CouSeedbed,CouSeedbed,Nick,Helena,34,48.7,2.0,,,35,2002,Coutadeur et al. 2002. European J Soil Science 53:619-628,10.1046/j.1365-2389.2002.00473.x,Variation of hydraulic conductivity in a tilled soil,variation of K within tilled topsoil (seedbed>untilled>ploughed>wheeltracks),40,5.0,6.0,spring,1999.0,8.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.03,8.0,,,,40,"medium-fine (silt loam, silt)",silty clay loam,medium,Calcic Cambisol,Cambisols,,0.282,0.612,0.106,,,,34,10.39167,17.36667,3.783333,637.0,61.0,42.0,9.861763,172.0,148.0,150.0,160.0,7.766666,556.0773,23.5,0.8,22.7,7.266666,6.55,34.21439,153.0,0.6938,918.0,Humid,40,83.2325,3.8,1.8,1.0,18.0,4.179784,83.2325,68.85407,33.1868,19.77314,13.23237,9.530405,7.221163,5.678343,4.593536,3.8,40,arable/ Experimental Farm,arable,Conventional tillage,conventional tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,seedbed,not compacted,unknown,unknown,may/june,consolidated,
41,CouClodsStruct,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,CouClodsStruct,CouClodsStruct,CouClodsStruct,CouClodsStruct,Nick,Helena,34,48.7,2.0,,,35,2002,Coutadeur et al. 2002. European J Soil Science 53:619-628,10.1046/j.1365-2389.2002.00473.x,Variation of hydraulic conductivity in a tilled soil,variation of K within tilled topsoil (seedbed>untilled>ploughed>wheeltracks),41,5.0,6.0,spring,1999.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.13,8.0,,,,41,"medium-fine (silt loam, silt)",silty clay loam,medium,Calcic Cambisol,Cambisols,,0.282,0.612,0.106,,,,34,10.39167,17.36667,3.783333,637.0,61.0,42.0,9.861763,172.0,148.0,150.0,160.0,7.766666,556.0773,23.5,0.8,22.7,7.266666,6.55,34.21439,153.0,0.6938,918.0,Humid,41,263.0864,0.8,2.06,1.0,6.0,4.02309,91.85229,22.02765,9.554769,5.282584,3.33589,2.291387,1.667969,1.266848,0.993918,0.8,41,arable/ Experimental Farm,arable,Conventional tillage,conventional tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wheel track,compacted,unknown,unknown,may/june,consolidated,
42,CouClodsCompCracks,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,CouClodsCompCracks,CouClodsCompCracks,CouClodsCompCracks,CouClodsCompCracks,Nick,Helena,34,48.7,2.0,,,35,2002,Coutadeur et al. 2002. European J Soil Science 53:619-628,10.1046/j.1365-2389.2002.00473.x,Variation of hydraulic conductivity in a tilled soil,variation of K within tilled topsoil (seedbed>untilled>ploughed>wheeltracks),42,5.0,6.0,spring,1999.0,7.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.13,8.0,,,,42,"medium-fine (silt loam, silt)",silty clay loam,medium,Calcic Cambisol,Cambisols,,0.282,0.612,0.106,,,,34,10.39167,17.36667,3.783333,637.0,61.0,42.0,9.861763,172.0,148.0,150.0,160.0,7.766666,556.0773,23.5,0.8,22.7,7.266666,6.55,34.21439,153.0,0.6938,918.0,Humid,42,103.4674,0.5,1.78,1.0,5.0,3.25897,30.12798,8.772767,4.262792,2.554484,1.717131,1.241254,0.943399,0.743823,0.60314,0.5,42,arable/ Experimental Farm,arable,Conventional tillage,conventional tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wheel track,compacted,unknown,unknown,may/june,consolidated,
43,CouClodsComp,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,Coutadeur_2002_EJoSS,CouClodsComp,CouClodsComp,CouClodsComp,CouClodsComp,Nick,Helena,34,48.7,2.0,,,35,2002,Coutadeur et al. 2002. European J Soil Science 53:619-628,10.1046/j.1365-2389.2002.00473.x,Variation of hydraulic conductivity in a tilled soil,variation of K within tilled topsoil (seedbed>untilled>ploughed>wheeltracks),43,5.0,6.0,spring,1999.0,2.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.13,8.0,,,,43,"medium-fine (silt loam, silt)",silty clay loam,medium,Calcic Cambisol,Cambisols,,0.282,0.612,0.106,,,,34,10.39167,17.36667,3.783333,637.0,61.0,42.0,9.861763,172.0,148.0,150.0,160.0,7.766666,556.0773,23.5,0.8,22.7,7.266666,6.55,34.21439,153.0,0.6938,918.0,Humid,43,35.4813,0.1,2.55,0.96,10.0,4.1,35.4813,6.058617,2.154472,1.034539,0.585634,0.367887,0.248313,0.176653,0.130822,0.1,43,arable/ Experimental Farm,arable,Conventional tillage,conventional tillage,1.0,Maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wheel track,compacted,unknown,unknown,may/june,consolidated,
72,CoqNeoLA_Set3,Coquet_2005_G,Coquet_2005_G,Coquet_2005_G,CoqNeoLA_Set3,CoqNeoLA_Set3,CoqNeoLA_Set3,CoqNeoLA_Set3,Nick,Helena,31,48.3,1.8,,,32,2005,Coquet et al. 2005. Geoderma. 126:181-191,10.1016/j.geoderma.2004.09.014,Vertical variation of near-saturated hydraulic conductivity in three soil profiles,vertical variation in K in three soil profiles,72,3.0,3.0,winter,2004.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.12,8.0,,,,72,"medium-fine (silt loam, silt)",silt loam,medium,Orthic Luvisol,Luvisols,,0.181,0.783,0.036,,0.010291,,31,10.575,17.68333,3.866667,621.0,63.0,41.0,11.74535,169.0,140.0,147.0,155.0,8.716666,567.3443,25.0,0.7,24.3,15.76667,6.666667,35.87106,145.0,0.6485,957.0,Dry sub-humid,72,324.0791,0.3,2.17,0.98,4.0,3.817121,44.37325,9.86021,4.090422,2.191044,1.35007,0.908935,0.650517,0.486873,0.377064,0.3,72,arable,arable,Conventional tillage,conventional tillage,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,march,consolidated,
73,CoqCciLA_Set3,Coquet_2005_G,Coquet_2005_G,Coquet_2005_G,CoqCciLA_Set3,CoqCciLA_Set3,CoqCciLA_Set3,CoqCciLA_Set3,Nick,Helena,31,48.3,1.8,,,32,2005,Coquet et al. 2005. Geoderma. 126:181-191,10.1016/j.geoderma.2004.09.014,Vertical variation of near-saturated hydraulic conductivity in three soil profiles,vertical variation in K in three soil profiles,73,3.0,3.0,winter,2004.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.12,8.0,,,,73,"medium-fine (silt loam, silt)",silt loam,medium,Orthic Luvisol,Luvisols,,0.21,0.746,0.044,,0.010872,,31,10.575,17.68333,3.866667,621.0,63.0,41.0,11.74535,169.0,140.0,147.0,155.0,8.716666,567.3443,25.0,0.7,24.3,15.76667,6.666667,35.87106,145.0,0.6485,957.0,Dry sub-humid,73,158.9581,0.51767,1.79,0.95,4.0,3.294053,31.91927,9.230162,4.466897,2.669105,1.79018,1.291702,0.980229,0.77183,0.625114,0.51767,73,arable,arable,Conventional tillage,conventional tillage,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,march ,consolidated,
74,CoqCcoLA_Set3,Coquet_2005_G,Coquet_2005_G,Coquet_2005_G,CoqCcoLA_Set3,CoqCcoLA_Set3,CoqCcoLA_Set3,CoqCcoLA_Set3,Nick,Helena,31,48.3,1.8,,,32,2005,Coquet et al. 2005. Geoderma. 126:181-191,10.1016/j.geoderma.2004.09.014,Vertical variation of near-saturated hydraulic conductivity in three soil profiles,vertical variation in K in three soil profiles,74,3.0,3.0,winter,2004.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.1,8.0,,,,74,"medium-fine (silt loam, silt)",silty clay loam,medium,Orthic Luvisol,Luvisols,,0.279,0.663,0.058,,0.010814,,31,10.575,17.68333,3.866667,621.0,63.0,41.0,11.74535,169.0,140.0,147.0,155.0,8.716666,567.3443,25.0,0.7,24.3,15.76667,6.666667,35.87106,145.0,0.6485,957.0,Dry sub-humid,74,74.9368,0.23,1.69,0.97176,3.0,2.741728,11.26491,3.4913,1.759515,1.082048,0.74211,0.545321,0.420254,0.335356,0.274826,0.23,74,arable,arable,Reduced tillage,reduced tillage,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,march,consolidated,
75,CoqNeoLA_Set1,Coquet_2005_G,Coquet_2005_G,Coquet_2005_G,CoqNeoLA_Set1,CoqNeoLA_Set1,CoqNeoLA_Set1,CoqNeoLA_Set1,Nick,Helena,31,48.3,1.8,,,32,2005,Coquet et al. 2005. Geoderma. 126:181-191,10.1016/j.geoderma.2004.09.014,Vertical variation of near-saturated hydraulic conductivity in three soil profiles,vertical variation in K in three soil profiles,75,5.0,5.0,spring,2000.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.12,8.0,,,,75,"medium-fine (silt loam, silt)",silt loam,medium,Orthic Luvisol,Luvisols,,0.181,0.783,0.036,,0.010291,,31,10.575,17.68333,3.866667,621.0,63.0,41.0,11.74535,169.0,140.0,147.0,155.0,8.716666,567.3443,25.0,0.7,24.3,15.76667,6.666667,35.87106,145.0,0.6485,957.0,Dry sub-humid,75,548.5171,0.39,2.06,1.0,3.0,3.711065,44.77799,10.73848,4.65795,2.57526,1.626247,1.117051,0.813135,0.617589,0.484535,0.39,75,arable,arable,Conventional tillage,conventional tillage,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,may,consolidated,
76,CoqNeoLA_Set2,Coquet_2005_G,Coquet_2005_G,Coquet_2005_G,CoqNeoLA_Set2,CoqNeoLA_Set2,CoqNeoLA_Set2,CoqNeoLA_Set2,Nick,Helena,31,48.3,1.8,,,32,2005,Coquet et al. 2005. Geoderma. 126:181-191,10.1016/j.geoderma.2004.09.014,Vertical variation of near-saturated hydraulic conductivity in three soil profiles,vertical variation in K in three soil profiles,76,10.0,10.0,autumn,2000.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.12,8.0,,,,76,"medium-fine (silt loam, silt)",silt loam,medium,Orthic Luvisol,Luvisols,,0.181,0.783,0.036,,0.010291,,31,10.575,17.68333,3.866667,621.0,63.0,41.0,11.74535,169.0,140.0,147.0,155.0,8.716666,567.3443,25.0,0.7,24.3,15.76667,6.666667,35.87106,145.0,0.6485,957.0,Dry sub-humid,76,264.454,0.36,1.66,0.99,2.0,2.876303,16.45517,5.207062,2.656325,1.647718,1.137659,0.840565,0.650788,0.521403,0.428805,0.36,76,arable,arable,Conventional tillage,conventional tillage,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,october,consolidated,
94,Car_mean1-16,Carey_2007_HP,Carey_2007_HP,Carey_2007_HP,Car_mean1-16,Car_mean1-16,Car_mean1-16,Car_mean1-16,Nick,Helena,24,60.5,-135.3,,,24,2007,Carey et al. 2007. Hydrological Processes. 21:2560-2571,10.1002/hyp.6795,Field and laboratory estimates of pore size properties and hydraulic characteristics for subarctic organic soils,near-sat. K in tundra peat,94,8.0,8.0,summer,2005.0,16.0,,,Steady-state constant  regression,Dry to wet,0.0,150.0,0.0,20.0,,,,94,organic,organic,organic,peat,Histosols,,,,,,1.0,sphangnum and peat,24,-3.83333,8.383333,-15.2167,420.0,51.0,7.0,37.97631,142.0,47.0,137.0,119.0,10.78333,971.9202,16.0,-22.5,38.5,7.133333,-5.0,28.00866,1561.0,0.6168,695.0,Dry sub-humid,94,31.0001,2.7,1.06,0.99,10.0,2.551364,31.0001,14.86866,9.674204,7.131488,5.629315,4.640058,3.940577,3.42049,3.019025,2.7,94,grassland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,sphangnum and peat
95,ReyWinMP,Reynolds_1995_SaTR,Reynolds_1995_SaTR_Win,Reynolds_1995_SaTR_Win,ReyWinMP,ReyWinMP,ReyWinMP,ReyWinMP,Nick,Helena,108,45.0,-75.0,,,93,1995,Reynolds et al. 1995. Soil & Tillage Research. 33:117-131,10.1016/0167-1987(94)00437-j,Characterisation of water transmission properties in tilled and untilled soils using tension infiltrometers,"effects of no-till vs. ploughing & interactions with soil type (NT > P on one soil, but less on the other two!)",95,7.0,8.0,summer,1992.0,20.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.05,21.5,,,,95,"medium-fine (silt loam, silt)",clay loam,medium,Typic Endoaquoll,unknown,,0.278,0.52,0.201,,0.0216,"Texture properties and OC from Gregorich et al, 1993",108,6.3125,19.3,-7.81667,990.0,96.0,62.0,13.87738,284.0,197.0,278.0,213.0,10.325,1099.504,26.5,-14.6,41.1,18.38333,-6.85,25.12165,82.0,1.0402,951.0,Humid,95,55.3537,0.5,1.77,1.0,7.0,3.23897,29.44218,8.632705,4.211777,2.531185,1.70527,1.23493,0.94004,0.742165,0.602505,0.5,95,arable,arable,Conventional tillage,conventional tillage,1.0,maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,inter-row,unknown,soil cover,positive impact,70 days after planting (minimize effect),consolidated,"Texture properties and OC from Gregorich et al, 1993"
96,ReyWinNT,Reynolds_1995_SaTR,Reynolds_1995_SaTR_Win,Reynolds_1995_SaTR_Win,ReyWinNT,ReyWinNT,ReyWinNT,ReyWinNT,Nick,Helena,108,45.0,-75.0,,,93,1995,Reynolds et al. 1995. Soil & Tillage Research. 33:117-131,10.1016/0167-1987(94)00437-j,Characterisation of water transmission properties in tilled and untilled soils using tension infiltrometers,"effects of no-till vs. ploughing & interactions with soil type (NT > P on one soil, but less on the other two!)",96,7.0,8.0,summer,1992.0,20.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.05,21.5,,,,96,"medium-fine (silt loam, silt)",clay loam,medium,Typic Endoaquoll,unknown,,0.278,0.52,0.201,,0.0216,"Texture properties and OC from Gregorich et al, 1993",108,6.3125,19.3,-7.81667,990.0,96.0,62.0,13.87738,284.0,197.0,278.0,213.0,10.325,1099.504,26.5,-14.6,41.1,18.38333,-6.85,25.12165,82.0,1.0402,951.0,Humid,96,24.2081,0.2,1.49,0.99755,4.0,2.28103,6.180591,2.200368,1.202595,0.783359,0.561778,0.428139,0.340278,0.278885,0.233996,0.2,96,arable,arable,No-till,no tillage,1.0,maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,inter-row,unknown,soil cover,positive impact,70 days after planting (minimize effect),consolidated,"Texture properties and OC from Gregorich et al, 1993"
97,ReyHanMP,Reynolds_1995_SaTR,Reynolds_1995_SaTR_Han,Reynolds_1995_SaTR_Han,ReyHanMP,ReyHanMP,ReyHanMP,ReyHanMP,Nick,Helena,106,44.0,-89.5,,,93,1995,Reynolds et al. 1995. Soil & Tillage Research. 33:117-131,10.1016/0167-1987(94)00437-j,Characterisation of water transmission properties in tilled and untilled soils using tension infiltrometers,"effects of no-till vs. ploughing & interactions with soil type (NT > P on one soil, but less on the other two!)",97,6.0,6.0,spring,1990.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.0,20.0,,,,97,"coarse (sand, loamy sand)",loamy sand,coarse,Typic Endoaquoll,unknown,,,,,1.37,0.0052326,OC and bulk density from Sauer et al. 1990,106,6.945833,20.16667,-7.58333,811.0,103.0,24.0,43.98237,302.0,81.0,298.0,81.0,11.94167,1119.839,27.9,-15.1,43.0,18.9,-7.58333,27.77132,299.0,0.7882,1028.0,Humid,97,768.3966,7.0,1.67,1.0,6.0,4.185098,327.4146,102.8911,52.27638,32.33388,22.27502,16.42803,12.69943,10.16103,8.346666,7.0,97,arable,arable,Conventional tillage,conventional tillage,1.0,maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,50 days after planting (minimize effect),consolidated,OC and bulk density from Sauer et al. 1990
98,ReyHanNT,Reynolds_1995_SaTR,Reynolds_1995_SaTR_Han,Reynolds_1995_SaTR_Han,ReyHanNT,ReyHanNT,ReyHanNT,ReyHanNT,Nick,Helena,106,44.0,-89.5,,,93,1995,Reynolds et al. 1995. Soil & Tillage Research. 33:117-131,10.1016/0167-1987(94)00437-j,Characterisation of water transmission properties in tilled and untilled soils using tension infiltrometers,"effects of no-till vs. ploughing & interactions with soil type (NT > P on one soil, but less on the other two!)",98,6.0,6.0,spring,1990.0,3.0,,,Steady-state piecewise,Dry to wet,0.0,100.0,0.0,20.0,,,,98,"coarse (sand, loamy sand)",loamy sand,coarse,Typic Endoaquoll,unknown,,,,,1.57,0.0046512,OC and bulk density from Sauer et al. 1990,106,6.945833,20.16667,-7.58333,811.0,103.0,24.0,43.98237,302.0,81.0,298.0,81.0,11.94167,1119.839,27.9,-15.1,43.0,18.9,-7.58333,27.77132,299.0,0.7882,1028.0,Humid,98,483.3657,5.3,0.98,1.0,,2.684276,50.61461,25.66058,17.24634,13.00939,10.45407,8.743547,7.51761,6.595499,5.876493,5.3,98,arable,arable,No-till,no tillage,1.0,maize,maize,Maize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,50 days after planting (minimize effect),consolidated,OC and bulk density from Sauer et al. 1990
